2024-04-29 09:31:44,252 [INFO] thymleaf.transaction.TransactionthymeleafApplicationTests main Starting TransactionthymeleafApplicationTests using Java 1.8.0_292 on WPF45D02X with PID 17620 (started by xxpaiija in C:\DLTE_JavaFullStack-Annapoorna2024\DLTE_SPRING\TaskTransactionThymeleaf)
2024-04-29 09:31:44,252 [INFO] thymleaf.transaction.TransactionthymeleafApplicationTests main No active profile set, falling back to 1 default profile: "default"
2024-04-29 09:31:45,493 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate main Bootstrapping Spring Data JDBC repositories in DEFAULT mode.
2024-04-29 09:31:45,509 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate main Finished Spring Data repository scanning in 13 ms. Found 0 JDBC repository interfaces.
2024-04-29 09:31:47,192 [INFO] org.springframework.security.web.DefaultSecurityFilterChain main Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@1cec219f, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@692e028d, org.springframework.security.web.context.SecurityContextPersistenceFilter@144ab54, org.springframework.security.web.header.HeaderWriterFilter@58496c97, org.springframework.security.web.authentication.logout.LogoutFilter@6c42f2a1, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@2caa5d7c, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@5e2a3040, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@6629ad09, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@65f2f9b0, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6ecab872, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6c518474, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@43e1692f, org.springframework.security.web.session.SessionManagementFilter@3872bc37, org.springframework.security.web.access.ExceptionTranslationFilter@34f392be, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@55e2fe3c]
2024-04-29 09:31:47,900 [INFO] org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping main Adding welcome page template: index
2024-04-29 09:31:48,308 [INFO] com.zaxxer.hikari.HikariDataSource main HikariPool-1 - Starting...
2024-04-29 09:31:48,308 [WARN] com.zaxxer.hikari.util.DriverDataSource main Registered driver with driverClassName=oracle.jdbc.driver.OracleDriver was not found, trying direct instantiation.
2024-04-29 09:31:48,622 [INFO] com.zaxxer.hikari.pool.PoolBase main HikariPool-1 - Driver does not support get/set network timeout for connections. (oracle.jdbc.driver.T4CConnection.getNetworkTimeout()I)
2024-04-29 09:31:48,622 [INFO] com.zaxxer.hikari.HikariDataSource main HikariPool-1 - Start completed.
2024-04-29 09:31:49,080 [INFO] thymleaf.transaction.TransactionthymeleafApplicationTests main Started TransactionthymeleafApplicationTests in 5.552 seconds (JVM running for 7.191)
2024-04-29 09:31:49,646 [INFO] com.zaxxer.hikari.HikariDataSource SpringApplicationShutdownHook HikariPool-1 - Shutdown initiated...
2024-04-29 09:31:49,678 [INFO] com.zaxxer.hikari.HikariDataSource SpringApplicationShutdownHook HikariPool-1 - Shutdown completed.
[31m2024-04-29 09:32:11,725[0;39m [32m[INFO][0;39m thymleaf.transaction.TransactionthymeleafApplication restartedMain [32mStarting TransactionthymeleafApplication using Java 1.8.0_292 on WPF45D02X with PID 18668 (C:\DLTE_JavaFullStack-Annapoorna2024\DLTE_SPRING\TaskTransactionThymeleaf\target\classes started by xxpaiija in C:\DLTE_JavaFullStack-Annapoorna2024\DLTE_SPRING\TaskTransactionThymeleaf)
[0;39m[31m2024-04-29 09:32:13,676[0;39m [32m[INFO][0;39m org.springframework.security.web.DefaultSecurityFilterChain restartedMain [32mWill secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6f052c04, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5c0cdeae, org.springframework.security.web.context.SecurityContextPersistenceFilter@5f8250e2, org.springframework.security.web.header.HeaderWriterFilter@4f742f8c, org.springframework.security.web.authentication.logout.LogoutFilter@6e8fdec, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@6788dc44, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@36248218, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@6aa2c8ce, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@67367ada, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@79353546, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2580673f, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@70357d4, org.springframework.security.web.session.SessionManagementFilter@2ce243ae, org.springframework.security.web.access.ExceptionTranslationFilter@5c399ca4, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1ffc4dea]
[0;39m[31m2024-04-29 09:32:13,914[0;39m [32m[INFO][0;39m org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping restartedMain [32mAdding welcome page template: index
[0;39m[31m2024-04-29 09:32:14,164[0;39m [32m[INFO][0;39m com.zaxxer.hikari.HikariDataSource restartedMain [32mHikariPool-1 - Starting...
[0;39m[31m2024-04-29 09:32:14,179[0;39m [32m[WARN][0;39m com.zaxxer.hikari.util.DriverDataSource restartedMain [32mRegistered driver with driverClassName=oracle.jdbc.driver.OracleDriver was not found, trying direct instantiation.
[0;39m[31m2024-04-29 09:32:14,289[0;39m [32m[INFO][0;39m com.zaxxer.hikari.pool.PoolBase restartedMain [32mHikariPool-1 - Driver does not support get/set network timeout for connections. (oracle.jdbc.driver.T4CConnection.getNetworkTimeout()I)
[0;39m[31m2024-04-29 09:32:14,289[0;39m [32m[INFO][0;39m com.zaxxer.hikari.HikariDataSource restartedMain [32mHikariPool-1 - Start completed.
[0;39m[31m2024-04-29 09:32:14,477[0;39m [32m[INFO][0;39m org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer restartedMain [32mLiveReload server is running on port 35729
[0;39m[31m2024-04-29 09:32:14,525[0;39m [32m[INFO][0;39m org.springframework.boot.web.embedded.tomcat.TomcatWebServer restartedMain [32mTomcat started on port(s): 8084 (http) with context path ''
[0;39m[31m2024-04-29 09:32:14,540[0;39m [32m[INFO][0;39m thymleaf.transaction.TransactionthymeleafApplication restartedMain [32mStarted TransactionthymeleafApplication in 3.374 seconds (JVM running for 4.844)
[0;39m
